"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","FC","FC_round"
"LYN","LYN",0.364831030098317,0.218376549470071,11.4874100034716,1.08218383134276e-29,1.7289577617937e-27,56.5410396971662,1.2877308003442,1.29
"CSTA","CSTA",0.362999370660258,-0.508704497760554,8.58119787756033,1.75906502325947e-17,7.92354178979211e-16,28.8824462136651,1.28609692240276,1.29
"ICAM2","ICAM2",0.362970316494161,0.363249559245872,11.2171663043799,2.00231333231234e-28,2.9149476713357e-26,53.6647337670862,1.28607102219774,1.29
"CLIC2","CLIC2",0.362681594662482,-0.303943969778333,14.365037851657,9.08678996891282e-45,7.74270228601113e-42,90.8130716877339,1.28581367077007,1.29
"CST7","CST7",0.362470001514586,-0.295964410291899,12.0475782598322,2.10995823046776e-32,4.59028146947506e-30,62.6951382487856,1.28562510048742,1.29
"CD14","CD14",0.362337509036704,0.634090257875551,7.52827713212918,7.49359302849233e-14,2.39443714738544e-12,20.7025332005852,1.28550703822959,1.29
"IFI44L","IFI44L",0.360964517654297,0.291525534920266,5.90310064738429,4.12959615136502e-09,6.01497445124037e-08,10.0829511381407,1.28428422228825,1.28
"GIMAP4","GIMAP4",0.360772567482825,0.845978148088017,10.7279874324596,3.37299578380829e-26,3.70848192359567e-24,48.6136830586637,1.28411335999871,1.28
"GPR65","GPR65",0.358673949547503,-0.355426148865654,11.2161547732107,2.02407124366586e-28,2.9149476713357e-26,53.6540819118223,1.28224678102045,1.28
"C3AR1","C3AR1",0.357689197038889,-0.0151959344972312,9.97594813089326,6.01411388902143e-23,4.52164077317972e-21,41.2449986847129,1.2813718456723,1.28
"LILRB1","LILRB1",0.357469031924774,-0.170559853884778,12.4462617297662,2.12772684082667e-34,5.43900173686318e-32,67.2308620385183,1.28117631449938,1.28
"PRF1","PRF1",0.357111474777102,-0.464146059792203,12.9796067481067,3.72207121928373e-37,1.52232712868705e-34,73.4977426712718,1.28085882745363,1.28
"ARHGAP15","ARHGAP15",0.356495514988479,-0.00481416681065781,9.3854419597307,1.52674433986322e-20,9.23725495568131e-19,35.8017414682916,1.28031208048964,1.28
"EMP3","EMP3",0.353759798645386,0.381865886580147,10.0537994090669,2.83379957714445e-23,2.16235825942552e-21,41.9852586633486,1.2778865839018,1.28
"APOBEC3A","APOBEC3A",0.353728612562165,-0.709593441485225,12.0207206324753,2.86253713074052e-32,5.97335554322894e-30,62.3942140969426,1.27785896070667,1.28
"SELE","SELE",0.351106784197487,-0.61126920927333,8.89442061250368,1.20904999422692e-18,6.08991930589668e-17,31.5088711981784,1.27553879995094,1.28
"CCL8","CCL8",0.351028765647723,-0.241064622007888,6.6790846665512,3.04552755767433e-11,6.76967810374348e-10,14.8460012128948,1.27546982279794,1.28
"HLA-DOB","HLA-DOB",0.350295318403216,-0.550164745569565,11.70583844282,9.79191459494175e-31,1.72624701264275e-28,58.9100766272795,1.27482155546119,1.27
"CCL21","CCL21",0.349399754931731,0.0209628067029534,6.75942144762865,1.77472462372298e-11,4.17162282242931e-10,15.3713755393639,1.27403044624928,1.27
"C3","C3",0.346859079056324,0.832039777204396,4.49703358295663,7.25433448323663e-06,4.79170349425675e-05,2.90925287515183,1.27178877367807,1.27
"KLRD1","KLRD1",0.343908716563849,-0.782140804966484,15.3087602383788,2.59058412512391e-50,3.06582891292368e-47,103.434594279221,1.26919057816598,1.27
"CFD","CFD",0.340581795229437,0.153292583253904,4.94898150096923,8.03456342204101e-07,6.88052018344802e-06,5.00850978706211,1.26626713821785,1.27
"RARRES1","RARRES1",0.337173632674453,0.157083190027615,6.39665608477142,1.93947898826866e-10,3.72766403290358e-09,13.0469229712523,1.26327929214803,1.26
"IL2RG","IL2RG",0.336827928228511,-0.289696534994649,8.68762293055583,7.1519326193644e-18,3.32548085108954e-16,29.7649971840426,1.26297661629825,1.26
"GPR171","GPR171",0.336055658767239,-0.640559456894175,10.1181768696555,1.51500958666749e-23,1.22944230346628e-21,42.6013569247952,1.26230073037841,1.26
"UBE2L6","UBE2L6",0.335901866022472,0.68546231228783,9.49905695429225,5.38705707355542e-21,3.40016410969779e-19,36.8253564799488,1.26216617502088,1.26
"VWF","VWF",0.334288326095732,-0.0016084741526935,9.06990436852973,2.59698784201929e-19,1.37586532044804e-17,33.0185602371058,1.26075533141119,1.26
"PYCARD","PYCARD",0.330335374381374,-0.376844755426352,9.97382013838046,6.13864674991185e-23,4.58158124217873e-21,41.2248379952004,1.25730561860294,1.26
"ITK","ITK",0.329663965389881,-0.526171514704224,10.0867582135084,2.05746540975352e-23,1.60592242860532e-21,42.3002305341765,1.25672062324865,1.26
"CD1C","CD1C",0.329480646891931,-0.44162546478252,10.5223735713435,2.73974706777925e-25,2.6936455546195e-23,46.5509702069895,1.25656094605127,1.26
"IL2RB","IL2RB",0.328256811747361,-0.415703528728575,10.8403756071126,1.05733573491389e-26,1.22918141389539e-24,49.756317060591,1.25549546005339,1.26
"KLF4","KLF4",0.326390757944424,-0.282789048773611,8.47000087491874,4.45641559276853e-17,1.91971960895328e-15,27.9711798489204,1.25387258931289,1.25
"HLA-DQB2","HLA-DQB2",0.325169199144465,-0.460820149836537,11.7290089751434,7.57149120024928e-31,1.38247317004552e-28,59.1636868487227,1.25281135961195,1.25
"SLAMF7","SLAMF7",0.324786161965977,-0.502172782625968,10.0783668684828,2.23238916782081e-23,1.72925600310362e-21,42.2199493657508,1.25247878091933,1.25
"TUBA1A","TUBA1A",0.324108983964202,1.7299018761725,7.69102433947747,2.19824275307231e-14,7.29401388270318e-13,21.9009224874309,1.25189102534316,1.25
"FXYD5","FXYD5",0.323797557761628,-0.376003193604873,9.53929135806975,3.71505047269745e-21,2.35940317287773e-19,37.1905646231323,1.25162081606097,1.25
"RGS10","RGS10",0.323491976012859,0.239005560792974,8.23839261540996,2.98155573168962e-16,1.19554538653045e-14,26.1088825985648,1.25135573441624,1.25
"MNDA","MNDA",0.322062658026323,-0.34686104898492,8.78677587393269,3.06435436243476e-18,1.47797279980639e-16,30.5963649893116,1.25011659551294,1.25
"ACSL5","ACSL5",0.321244047296528,-0.295114170516545,13.5481322516563,3.34684999311271e-40,1.71107705897887e-37,80.4246249164463,1.24940745841292,1.25
"DOCK10","DOCK10",0.320161440926549,-0.00220474681327135,8.63923402705643,1.07815162111035e-17,4.98828069043138e-16,29.3624642805257,1.24847024780616,1.25
"LGALS1","LGALS1",0.316491170453348,1.37667453047028,5.93443094878382,3.42378749309014e-09,5.05631999575552e-08,10.2642654813837,1.2452981292207,1.25
"APOL1","APOL1",0.316132048231529,-0.134990260096855,12.5241863782205,8.53541962135262e-35,2.42429626745363e-32,68.1323476959178,1.24498818251566,1.24
"SERPING1","SERPING1",0.315269851714286,1.33252809654223,7.07023753135593,2.07735408453182e-12,5.54593877658952e-11,17.4606124857381,1.24424436365331,1.24
"SLA","SLA",0.314340446560572,-0.231402414451532,10.5389522443299,2.31706902849114e-25,2.34574562537841e-23,46.7159538548916,1.24344306144868,1.24
"KLRF1","KLRF1",0.314042804489251,-0.606253580939638,13.1197704834563,6.76052743266841e-38,3.00549534778411e-35,75.1820406848723,1.24318655346689,1.24
"GPR18","GPR18",0.313804200907323,-0.724816076983932,10.1101235551932,1.63877822371077e-23,1.3091021357377e-21,42.5240902253342,1.24298096307649,1.24
"CTGF","CTGF",0.312416738993188,1.64193970063266,7.23448478355511,6.45195104614872e-13,1.85834364639072e-11,18.6008489415519,1.24178614387944,1.24
"MZB1","MZB1",0.312173021178834,-0.560419250430982,6.80120543549173,1.33699612484052e-11,3.18666325792408e-10,15.6470081031568,1.24157638378846,1.24
"MCUB","MCUB",0.312012420290596,-0.140574719749803,8.47738342443989,4.19113432121978e-17,1.82358929508392e-15,28.0313358776261,1.24143817913239,1.24
"GIMAP6","GIMAP6",0.310509122753347,0.222933819368517,12.2017536074338,3.62137436066007e-33,8.41558019039755e-31,64.4339175870538,1.24014526627185,1.24
"IER5","IER5",0.310381699028455,0.172175875976173,9.9947226950771,5.01842784624363e-23,3.80099442428453e-21,41.4230395558218,1.24003573726789,1.24
"KIAA1551","KIAA1551",0.310300804324106,0.275631493594671,9.27952419350227,3.99129124204284e-20,2.30570355649085e-18,34.8577002043888,1.23996620801243,1.24
"C1S","C1S",0.309798785215656,0.695305087714107,7.21379942529625,7.48574781539549e-13,2.13803830760947e-11,18.4558734022529,1.23953480815255,1.24
"BST2","BST2",0.309605419361774,0.422563989859858,8.15934012970634,5.64170117317151e-16,2.17684507530863e-14,25.4843366344838,1.2393686832003,1.24
"REG1A","REG1A",0.309574574674851,-0.0914733450819272,3.81829422962829,0.000138147544686399,0.00062008720123724,0.127610442341081,1.23934218589541,1.24
"S1PR1","S1PR1",0.308883251295932,0.295837616650917,10.6148032477935,1.07324993134011e-25,1.15515584715291e-23,47.4737752794599,1.23874844920477,1.24
"RNASE1","RNASE1",0.307683994331334,1.80614012790652,6.7418367399795,1.99842243321823e-11,4.63353047157742e-10,15.2558628627212,1.23771915307342,1.24
"F13A1","F13A1",0.306235765829041,1.05838981095864,5.7794800229563,8.57494897597631e-09,1.1597731915259e-07,9.37660710216665,1.23647731005195,1.24
"SAMHD1","SAMHD1",0.304588512629291,-0.189411011432361,11.3326143897927,5.79953859524679e-29,8.59424378788382e-27,54.8860589223404,1.23506631965042,1.24
"LILRB2","LILRB2",0.302450464803961,-0.582622478871014,10.2386178773797,4.6502664631101e-24,3.99571215002528e-22,43.763582505486,1.23323732941559,1.23
"IFITM2","IFITM2",0.30024077932811,1.77589007761113,7.7809103427978,1.10520099014328e-14,3.76689337473833e-13,22.5731970734437,1.23134990296981,1.23
"MYO1F","MYO1F",0.299782127625821,-0.429830056429714,10.8392364392234,1.06989873678914e-26,1.22918141389539e-24,49.7446817234124,1.23095850288165,1.23
"LY86","LY86",0.299704076587133,-0.182981550789191,8.81426200274563,2.4189779061574e-18,1.18913697550285e-16,30.8283828219549,1.23089190877263,1.23
"RGS2","RGS2",0.299118147678317,0.787615284243958,6.46817351639374,1.2221029724179e-10,2.43112896750448e-09,13.495425797423,1.23039210202413,1.23
"CXCL1","CXCL1",0.298955825010782,-0.305305463364504,7.26129322712323,5.31849592815524e-13,1.54933392778881e-11,18.7893270285658,1.23025367409082,1.23
"SLAMF8","SLAMF8",0.298817345781104,-0.51482160100194,8.79710624728749,2.80395941090114e-18,1.36526118935543e-16,30.6834873639311,1.230135592029,1.23
